252	283	463	665
464	592	836	1115
462	672	844	1127
425	468	641	936
585	625	705	1064
436	539	715	1135
392	698	811	1136
288	397	483	828
493	626	772	1124
474	645	732	1132
615	820	900	1460
523	664	900	1208
403	539	696	1092
366	441	515	1013
693	900	900	1301
350	411	670	1026
304	416	501	800
509	570	632	1151
358	491	830	830
335	537	610	967
690	777	888	1225
420	520	598	845
381	516	749	1097
